username;lotacao;valor;beneficiario;timestamp
OISXU;NBYMI;749115.31;99.303.679/4386-57;26/09/2025 06:12
OISXU;NBYMI;241291.98;78.186.553/7618-88;20/03/2025 03:58
OISXU;NBYMI;1966704.75;77.424.829/1641-73;25/01/2025 13:50
OISXU;NBYMI;66872.02;33.034.261/9912-00;23/01/2025 04:19
OISXU;NBYMI;1490745.04;93.150.755/2346-50;23/08/2025 20:54
OISXU;NBYMI;1824919.78;46.328.066/5618-09;14/04/2025 03:21
OISXU;NBYMI;1242996.36;90.525.401/7364-05;06/05/2025 19:36
OISXU;NBYMI;1489430.67;44.637.227/5562-21;27/04/2025 07:55
OISXU;NBYMI;1447218.2;90.428.450/0169-23;13/07/2025 03:19
OISXU;NBYMI;1834256.59;05.396.153/1097-19;23/07/2025 11:44
OISXU;NBYMI;505921.31;40.053.547/2416-14;08/01/2025 23:16
OISXU;NBYMI;1008185.25;58.924.638/7770-55;22/06/2025 05:39
OISXU;NBYMI;1969633.55;27.279.429/5184-84;17/09/2025 16:29
OISXU;NBYMI;611652.15;36.502.642/6527-10;15/05/2025 13:16
OISXU;NBYMI;1531323.54;66.761.052/5460-78;01/07/2025 02:01
OISXU;NBYMI;886006.33;62.590.801/9756-17;15/04/2025 11:32
OISXU;NBYMI;1873498.4;44.637.227/5562-21;15/06/2025 05:58
OISXU;NBYMI;1883198.81;90.525.401/7364-05;16/02/2025 06:19
OISXU;NBYMI;83683.75;33.081.976/2579-86;20/08/2025 22:16
OISXU;NBYMI;1698944.24;87.342.526/5131-94;04/06/2025 18:53
OISXU;NBYMI;1423611.18;64.128.644/9088-96;31/05/2025 07:32
OISXU;NBYMI;211842.13;88.422.438/1001-62;19/08/2025 10:32
OISXU;NBYMI;379698.06;33.034.261/9912-00;31/01/2025 18:16
OISXU;NBYMI;1047716.02;13.763.929/2759-97;01/04/2025 14:06
OISXU;NBYMI;1154182.78;73.761.724/0875-70;26/06/2025 03:28
OISXU;NBYMI;1676537.96;99.095.208/6131-09;02/06/2025 04:52
OISXU;NBYMI;1333033.79;46.328.066/5618-09;31/08/2025 04:31
OISXU;NBYMI;1328082.58;69.576.756/7803-39;05/05/2025 01:28
OISXU;NBYMI;226941.18;08.473.755/8220-42;16/04/2025 04:36
OISXU;NBYMI;37263.31;67.125.797/5977-75;06/03/2025 12:40
OISXU;NBYMI;1222542.38;90.428.450/0169-23;18/06/2025 05:00
OISXU;NBYMI;971459.82;77.769.311/8944-98;24/08/2025 04:18
OISXU;NBYMI;1749463.19;05.569.670/5907-85;20/01/2025 23:39
OISXU;NBYMI;735628.97;22.363.392/2702-23;25/08/2025 10:15
OISXU;NBYMI;543324.84;64.284.049/5602-31;12/06/2025 05:17
OISXU;NBYMI;1997832.47;56.340.055/2071-15;13/04/2025 12:57
OISXU;NBYMI;213532.59;92.892.395/4359-21;10/05/2025 08:06
OISXU;NBYMI;1058367.09;15.527.147/5657-10;22/04/2025 07:39
OISXU;NBYMI;77442.67;37.697.931/6129-96;24/03/2025 09:11
OISXU;NBYMI;728295.13;24.782.864/1782-39;07/02/2025 23:22
OISXU;NBYMI;728702.74;15.468.975/2020-96;08/08/2025 05:53
OISXU;NBYMI;581135.7;66.344.754/4179-14;21/06/2025 14:13
OISXU;NBYMI;1274216.3;62.590.801/9756-17;08/05/2025 10:55
OISXU;NBYMI;1175586.37;26.488.733/7835-47;11/09/2025 14:54
OISXU;NBYMI;830004.76;83.171.663/9121-03;02/06/2025 08:57
OISXU;NBYMI;1102745.6;98.403.391/2283-79;04/08/2025 19:43
OISXU;NBYMI;189415.82;54.500.293/7460-91;21/01/2025 19:10
OISXU;NBYMI;20273.66;62.813.363/2917-42;02/05/2025 21:14
OISXU;NBYMI;340017.46;22.116.902/2374-81;09/05/2025 15:40
OISXU;NBYMI;249686.89;08.473.755/8220-42;19/04/2025 19:17
OISXU;NBYMI;180172.89;67.357.563/9022-20;19/06/2025 09:16
OISXU;NBYMI;492490.11;62.813.363/2917-42;20/02/2025 16:15
OISXU;NBYMI;1632281.98;78.065.047/1978-38;18/05/2025 17:05
OISXU;NBYMI;1308066.75;99.852.288/4603-52;28/01/2025 01:49
OISXU;NBYMI;812085.68;65.647.201/8693-64;11/09/2025 07:36
OISXU;NBYMI;1466197.13;02.515.465/1260-40;05/02/2025 02:07
OISXU;NBYMI;93065.53;54.990.723/7151-11;23/02/2025 09:22
OISXU;NBYMI;400567.97;66.344.754/4179-14;27/03/2025 12:34
OISXU;NBYMI;1621531.38;65.776.529/4527-14;10/09/2025 09:28
OISXU;NBYMI;1572582.88;31.973.675/5576-50;20/08/2025 21:47
OISXU;NBYMI;388485.98;29.964.150/7654-70;28/09/2025 19:26
OISXU;NBYMI;941517.6;07.848.583/8636-08;17/08/2025 06:59
OISXU;NBYMI;182606.88;18.125.728/9988-23;02/03/2025 19:05
OISXU;NBYMI;1622298.55;69.564.017/2932-56;26/02/2025 19:04
OISXU;NBYMI;253781.04;40.053.547/2416-14;24/04/2025 12:54
OISXU;NBYMI;1849173.8;12.663.157/1313-61;22/03/2025 13:37
OISXU;NBYMI;1451048.2;81.442.053/2614-72;18/09/2025 16:46
OISXU;NBYMI;1105069.42;30.931.942/4784-45;12/05/2025 06:43
OISXU;NBYMI;1170661.93;49.357.133/7080-98;21/03/2025 04:51
OISXU;NBYMI;822626.19;27.521.450/4471-64;14/06/2025 22:01
OISXU;NBYMI;709190.56;23.006.808/0804-36;15/04/2025 16:10
OISXU;NBYMI;1562365.05;18.125.728/9988-23;07/06/2025 18:35
OISXU;NBYMI;960256.52;31.973.675/5576-50;19/05/2025 18:50
OISXU;NBYMI;1837567.46;12.663.157/1313-61;09/01/2025 03:38
OISXU;NBYMI;276759.78;65.481.915/2373-81;05/09/2025 22:57
OISXU;NBYMI;971108.37;16.858.007/3461-31;06/08/2025 23:46
OISXU;NBYMI;1468682.72;99.095.208/6131-09;05/09/2025 23:04
OISXU;NBYMI;212657.72;13.763.929/2759-97;17/03/2025 09:17
OISXU;NBYMI;1904439.87;38.119.097/1565-60;02/06/2025 15:20
OISXU;NBYMI;1153336.88;99.062.003/5653-00;07/02/2025 14:59
OISXU;NBYMI;379533.26;09.933.610/6588-19;14/05/2025 19:14
OISXU;NBYMI;70485.51;01.688.417/9976-36;05/02/2025 00:16
OISXU;NBYMI;977231.82;37.697.931/6129-96;15/06/2025 18:10
OISXU;NBYMI;1797832.54;29.166.611/7911-18;08/08/2025 05:13
OISXU;NBYMI;1373067.8;34.100.571/2708-42;11/07/2025 20:31
OISXU;NBYMI;109713.91;69.576.756/7803-39;03/04/2025 15:38
OISXU;NBYMI;1032913.08;36.952.069/1891-84;01/01/2025 10:45
OISXU;NBYMI;549159.21;05.569.670/5907-85;06/01/2025 15:46
OISXU;NBYMI;1166449.59;64.128.644/9088-96;16/03/2025 05:21
OISXU;NBYMI;869080.47;90.428.450/0169-23;11/03/2025 17:37
OISXU;NBYMI;1292977.86;78.260.014/4742-73;21/08/2025 11:48
OISXU;NBYMI;1790881.1;83.171.663/9121-03;06/03/2025 23:02
OISXU;NBYMI;1903927.04;67.357.563/9022-20;14/04/2025 17:31
OISXU;NBYMI;666727.03;31.901.533/3065-01;31/08/2025 16:27
OISXU;NBYMI;142453.11;50.321.619/0847-60;28/03/2025 05:53
OISXU;NBYMI;1399202.06;27.521.450/4471-64;02/08/2025 06:25
OISXU;NBYMI;895720.62;30.228.360/5514-12;18/06/2025 14:03
OISXU;NBYMI;68780.77;94.420.175/6829-36;20/03/2025 18:11
OISXU;NBYMI;93396.11;76.751.306/2140-28;24/08/2025 23:41
OISXU;NBYMI;315525.79;77.681.467/4643-29;26/02/2025 22:41
OISXU;NBYMI;1715894.76;36.502.642/6527-10;17/02/2025 20:44
OISXU;NBYMI;717141.65;24.782.864/1782-39;11/02/2025 18:29
OISXU;NBYMI;175810.28;99.845.268/2978-52;04/08/2025 02:58
OISXU;NBYMI;1635443.92;45.025.767/7086-88;18/08/2025 23:04
OISXU;NBYMI;1994339.62;91.100.506/5362-06;03/02/2025 20:45
OISXU;NBYMI;1595194.79;81.442.053/2614-72;09/09/2025 20:32
OISXU;NBYMI;1644850.68;07.046.850/4027-23;29/06/2025 16:52
OISXU;NBYMI;1963177.99;50.265.545/3341-44;14/03/2025 06:12
OISXU;NBYMI;264857.07;98.363.814/0074-40;22/03/2025 13:23
OISXU;NBYMI;1700692.97;58.924.638/7770-55;11/09/2025 03:06
OISXU;NBYMI;994252.3;05.396.153/1097-19;23/07/2025 04:48
OISXU;NBYMI;478014.44;91.100.506/5362-06;19/09/2025 20:54
OISXU;NBYMI;1853233.51;77.681.467/4643-29;12/07/2025 23:22
OISXU;NBYMI;1983850.31;65.647.201/8693-64;10/09/2025 18:08
OISXU;NBYMI;776675.95;04.806.112/6980-95;30/07/2025 05:21
OISXU;NBYMI;965007.54;29.166.611/7911-18;02/07/2025 09:35
OISXU;NBYMI;1176961.11;62.834.658/7517-12;09/02/2025 19:54
OISXU;NBYMI;655766.61;50.746.516/9735-39;29/01/2025 11:33
OISXU;NBYMI;1476109.7;62.590.801/9756-17;15/06/2025 20:50
OISXU;NBYMI;444926.8;07.417.078/2965-00;21/02/2025 06:42
OISXU;NBYMI;1106775.38;81.442.053/2614-72;23/03/2025 13:08
OISXU;NBYMI;1249138.24;07.685.626/8638-35;03/03/2025 17:11
OISXU;NBYMI;324916.65;76.663.239/3476-42;12/09/2025 15:51
OISXU;NBYMI;1161390.29;99.246.053/8017-50;29/09/2025 13:41
OISXU;NBYMI;1069469.38;29.665.738/3033-06;20/07/2025 20:20
OISXU;NBYMI;1521072.9;60.529.426/1635-48;29/08/2025 11:11
OISXU;NBYMI;288974.61;05.396.153/1097-19;05/08/2025 11:03
OISXU;NBYMI;1505213.55;36.952.069/1891-84;01/02/2025 15:32
OISXU;NBYMI;1744381.72;51.147.249/7233-53;01/04/2025 22:45
OISXU;NBYMI;1688687.85;65.647.201/8693-64;28/08/2025 01:51
OISXU;NBYMI;1136545.57;60.529.426/1635-48;06/08/2025 17:09
OISXU;NBYMI;848490.19;59.868.363/5267-16;06/02/2025 12:11
OISXU;NBYMI;549251.45;31.892.808/3484-01;02/04/2025 09:33
OISXU;NBYMI;13095.74;19.537.060/7912-89;12/05/2025 00:12
OISXU;NBYMI;1027838.05;98.363.814/0074-40;06/04/2025 07:10
OISXU;NBYMI;18965.7;50.746.516/9735-39;24/08/2025 12:12
OISXU;NBYMI;1026909.23;52.857.878/5550-11;23/03/2025 01:23
OISXU;NBYMI;124912.24;64.284.049/5602-31;26/08/2025 18:19
OISXU;NBYMI;1726096.91;52.283.781/8716-37;01/06/2025 19:30
OISXU;NBYMI;1042134.38;81.560.434/6041-67;25/04/2025 10:18
OISXU;NBYMI;1424455.23;60.805.746/8241-56;22/02/2025 00:46
OISXU;NBYMI;438626.67;90.428.450/0169-23;01/01/2025 20:55
OISXU;NBYMI;330769.83;67.357.563/9022-20;20/01/2025 20:15
OISXU;NBYMI;690410.78;21.618.019/6951-31;03/02/2025 11:52
OISXU;NBYMI;115679.68;00.611.251/4402-69;12/01/2025 09:10
OISXU;NBYMI;903530.4;88.422.438/1001-62;18/04/2025 01:21
OISXU;NBYMI;686285.57;67.357.563/9022-20;01/06/2025 12:00
OISXU;NBYMI;1008374.96;99.845.268/2978-52;19/05/2025 16:39
OISXU;NBYMI;905597.34;69.564.017/2932-56;26/08/2025 14:36
OISXU;NBYMI;524214.25;52.857.878/5550-11;15/09/2025 05:10
OISXU;NBYMI;1951442.18;71.078.931/6105-79;25/01/2025 19:09
OISXU;NBYMI;1309254.35;67.125.797/5977-75;18/01/2025 13:28
OISXU;NBYMI;1661706.93;66.895.153/6842-64;30/03/2025 12:46
OISXU;NBYMI;1264231.28;69.576.756/7803-39;05/03/2025 02:59
OISXU;NBYMI;1323955.15;13.763.929/2759-97;11/01/2025 07:16
OISXU;NBYMI;1006327.04;26.488.733/7835-47;14/04/2025 05:29
OISXU;NBYMI;1277697.9;29.964.150/7654-70;18/03/2025 04:43
OISXU;NBYMI;870362.58;88.393.097/2996-33;15/04/2025 10:31
OISXU;NBYMI;159773.87;94.420.175/6829-36;17/01/2025 21:43
OISXU;NBYMI;727095.74;02.515.465/1260-40;26/09/2025 21:48
OISXU;NBYMI;873502.56;65.481.915/2373-81;06/07/2025 18:51
OISXU;NBYMI;909420.17;69.564.017/2932-56;18/06/2025 08:35
OISXU;NBYMI;1348691.8;50.265.545/3341-44;06/09/2025 11:51
OISXU;NBYMI;636921.13;89.952.851/3504-75;13/08/2025 03:06
OISXU;NBYMI;957970.49;02.618.103/9145-11;02/07/2025 10:43
OISXU;NBYMI;885131.94;26.488.733/7835-47;13/06/2025 17:20
OISXU;NBYMI;260170.86;40.210.131/2355-06;19/01/2025 08:01
OISXU;NBYMI;1356730.96;41.519.578/2888-06;06/08/2025 09:31
OISXU;NBYMI;1166263.64;33.081.976/2579-86;30/05/2025 14:46
OISXU;NBYMI;19163.15;07.685.626/8638-35;09/06/2025 20:01
OISXU;NBYMI;401959.93;66.344.754/4179-14;08/04/2025 04:39
OISXU;NBYMI;1075703.7;62.813.363/2917-42;23/09/2025 00:40
OISXU;NBYMI;909331.58;52.857.878/5550-11;22/06/2025 18:01
OISXU;NBYMI;361191.57;84.250.770/0143-02;12/01/2025 07:54
OISXU;NBYMI;1837827.76;65.647.201/8693-64;06/06/2025 07:06
OISXU;NBYMI;785542.97;51.296.576/3740-03;11/08/2025 09:00
OISXU;NBYMI;1992594.82;65.769.837/7055-13;24/07/2025 21:20
OISXU;NBYMI;1803391.17;34.748.855/7934-35;15/01/2025 21:03
OISXU;NBYMI;316250.95;48.944.558/0824-50;31/07/2025 07:29
OISXU;NBYMI;941370.66;93.150.755/2346-50;30/09/2025 09:51
OISXU;NBYMI;1403968.46;64.558.556/5071-61;17/01/2025 09:18
OISXU;NBYMI;1571533.79;88.393.097/2996-33;23/03/2025 19:59
OISXU;NBYMI;77529.07;99.845.268/2978-52;11/02/2025 07:44
OISXU;NBYMI;706357.84;31.901.533/3065-01;27/08/2025 19:41
OISXU;NBYMI;1176946.78;96.850.387/4982-07;14/08/2025 12:14
OISXU;NBYMI;1811302.19;47.768.754/5283-08;05/09/2025 23:20
OISXU;NBYMI;1728333.08;31.901.533/3065-01;18/05/2025 02:47
OISXU;NBYMI;222607.23;62.590.801/9756-17;31/07/2025 17:47
OISXU;NBYMI;561609.07;81.560.434/6041-67;10/01/2025 16:33
OISXU;NBYMI;606863.58;12.480.505/2616-50;05/08/2025 02:12
OISXU;NBYMI;690951.83;19.537.060/7912-89;23/06/2025 12:14
OISXU;NBYMI;423464.25;73.799.031/7143-25;25/07/2025 16:54
OISXU;NBYMI;267031.51;30.931.942/4784-45;13/05/2025 02:21
OISXU;NBYMI;953770.36;01.688.417/9976-36;25/05/2025 22:45
OISXU;NBYMI;855679.74;23.006.808/0804-36;26/05/2025 05:33
OISXU;NBYMI;1827535.48;24.978.047/5002-41;30/05/2025 15:04
OISXU;NBYMI;1216109.06;48.861.897/3000-54;02/09/2025 07:28
OISXU;NBYMI;1593442.07;16.671.533/7394-08;22/05/2025 03:22
OISXU;NBYMI;68917.05;72.739.040/0981-10;17/03/2025 08:12
OISXU;NBYMI;557552.57;17.515.794/0148-55;21/05/2025 01:25
OISXU;NBYMI;419868.01;81.560.434/6041-67;18/03/2025 02:15
OISXU;NBYMI;647412.72;67.125.797/5977-75;14/03/2025 02:23
OISXU;NBYMI;1309979.96;28.612.855/1952-60;29/09/2025 01:37
OISXU;NBYMI;423037.13;52.857.878/5550-11;03/02/2025 18:30
OISXU;NBYMI;1553314.72;34.748.855/7934-35;19/07/2025 22:23
OISXU;NBYMI;310288.27;77.115.068/1271-32;17/04/2025 19:46
OISXU;NBYMI;5398.44;16.671.533/7394-08;08/05/2025 14:09
OISXU;NBYMI;456397.16;40.210.131/2355-06;01/02/2025 20:29
OISXU;NBYMI;1173976.74;62.834.658/7517-12;03/08/2025 01:01
OISXU;NBYMI;1550309.27;01.361.970/5402-95;27/02/2025 11:51
OISXU;NBYMI;424223.43;45.482.369/2848-07;16/04/2025 18:28
OISXU;NBYMI;1302055.76;51.147.249/7233-53;22/01/2025 23:17
OISXU;NBYMI;1412265.16;77.424.829/1641-73;11/08/2025 05:55
OISXU;NBYMI;1241383.97;52.283.781/8716-37;03/05/2025 02:41
OISXU;NBYMI;1296348.11;46.328.066/5618-09;14/07/2025 08:45
OISXU;NBYMI;1898063.35;49.357.133/7080-98;14/08/2025 02:11
OISXU;NBYMI;1955762.45;90.428.450/0169-23;16/03/2025 23:47
OISXU;NBYMI;1215608.46;99.303.679/4386-57;13/04/2025 07:50
OISXU;NBYMI;362954.76;07.046.850/4027-23;29/04/2025 03:07
OISXU;NBYMI;207320.78;01.186.785/0473-27;01/04/2025 11:27
OISXU;NBYMI;1165176.29;30.931.942/4784-45;27/01/2025 03:59
OISXU;NBYMI;978572.48;64.562.616/3644-16;27/09/2025 00:23
OISXU;NBYMI;33314.83;98.403.391/2283-79;09/06/2025 20:44
OISXU;NBYMI;259026.15;19.537.060/7912-89;19/09/2025 08:59
OISXU;NBYMI;949238.4;50.265.545/3341-44;11/01/2025 17:34
OISXU;NBYMI;357442.48;72.739.040/0981-10;06/05/2025 15:28
OISXU;NBYMI;828508.57;88.393.097/2996-33;24/01/2025 00:58
OISXU;NBYMI;150637.55;86.714.800/8947-86;22/07/2025 13:48
OISXU;NBYMI;80027.46;04.806.112/6980-95;28/06/2025 16:19
OISXU;NBYMI;1285338.63;76.663.239/3476-42;11/03/2025 14:05
OISXU;NBYMI;1029240.51;64.284.049/5602-31;28/05/2025 18:54
OISXU;NBYMI;98931.53;61.931.102/8045-75;21/09/2025 14:48
OISXU;NBYMI;1400270.62;88.968.845/4867-79;28/04/2025 23:57
OISXU;NBYMI;1873192.27;77.251.086/9704-34;15/08/2025 12:25
OISXU;NBYMI;720049.33;55.071.623/7387-90;25/03/2025 22:11
OISXU;NBYMI;975824.4;62.590.801/9756-17;24/01/2025 05:11
OISXU;NBYMI;1980515.59;64.284.049/5602-31;30/03/2025 06:30
OISXU;NBYMI;197615.82;30.042.288/1184-71;22/03/2025 12:02
OISXU;NBYMI;1490660.36;18.308.513/8350-35;08/07/2025 06:46
OISXU;NBYMI;1575135.51;32.864.182/5209-96;18/09/2025 07:14
OISXU;NBYMI;75342.42;64.562.616/3644-16;11/08/2025 05:58
OISXU;NBYMI;1522227.05;64.643.239/0798-34;25/03/2025 00:04
OISXU;NBYMI;1717898.29;91.100.506/5362-06;24/01/2025 06:35
OISXU;NBYMI;1324612.5;22.363.392/2702-23;05/03/2025 09:41
OISXU;NBYMI;1921316.01;24.978.047/5002-41;18/07/2025 16:08
OISXU;NBYMI;322721.08;78.389.468/2930-23;31/05/2025 16:10
OISXU;NBYMI;192029.98;58.808.146/7221-00;17/06/2025 04:06
OISXU;NBYMI;1737227.24;48.944.558/0824-50;25/02/2025 11:19
OISXU;NBYMI;847205.5;74.394.889/5457-59;27/01/2025 01:04
OISXU;NBYMI;1460224.48;36.502.642/6527-10;09/08/2025 05:28
OISXU;NBYMI;172567.09;17.729.268/9652-80;09/05/2025 09:55
OISXU;NBYMI;1819929.74;32.864.182/5209-96;02/04/2025 16:06
OISXU;NBYMI;1763913.56;78.389.468/2930-23;11/02/2025 21:03
OISXU;NBYMI;1661635.05;98.654.093/1268-69;09/07/2025 15:55
OISXU;NBYMI;1975316.86;69.870.023/8157-00;28/03/2025 10:01
OISXU;NBYMI;755105.0;17.170.674/7255-30;01/07/2025 10:07
OISXU;NBYMI;621587.91;99.845.268/2978-52;30/05/2025 17:38
OISXU;NBYMI;1005593.46;48.861.897/3000-54;21/05/2025 00:36
OISXU;NBYMI;418576.81;50.321.619/0847-60;04/07/2025 08:43
OISXU;NBYMI;1564580.92;46.373.703/8305-17;02/01/2025 06:36
OISXU;NBYMI;1571831.86;27.279.429/5184-84;05/02/2025 06:22
OISXU;NBYMI;301068.13;73.799.031/7143-25;14/08/2025 04:09
OISXU;NBYMI;338503.14;59.868.363/5267-16;14/03/2025 22:31
OISXU;NBYMI;910211.84;08.473.755/8220-42;06/04/2025 04:12
OISXU;NBYMI;172861.59;62.813.363/2917-42;20/08/2025 23:53
OISXU;NBYMI;505450.96;64.284.049/5602-31;01/01/2025 23:28
OISXU;NBYMI;353344.01;89.952.851/3504-75;05/07/2025 07:26
OISXU;NBYMI;1160371.91;42.240.643/5265-10;11/05/2025 06:56
OISXU;NBYMI;469396.61;27.279.429/5184-84;15/02/2025 23:44
OISXU;NBYMI;1115116.62;29.665.738/3033-06;20/06/2025 16:13
OISXU;NBYMI;504982.77;40.855.778/9898-24;03/09/2025 04:40
OISXU;NBYMI;721563.51;50.746.516/9735-39;17/09/2025 02:22
OISXU;NBYMI;1271947.48;27.521.450/4471-64;17/01/2025 23:46
OISXU;NBYMI;1603034.25;36.912.871/3214-30;25/06/2025 13:19
OISXU;NBYMI;728362.25;98.654.093/1268-69;21/03/2025 01:17
OISXU;NBYMI;118959.17;17.515.794/0148-55;21/06/2025 05:59
OISXU;NBYMI;817742.38;13.763.929/2759-97;10/02/2025 17:28
OISXU;NBYMI;1305365.5;88.422.438/1001-62;27/05/2025 14:56
OISXU;NBYMI;1266936.21;62.834.658/7517-12;24/04/2025 14:21
OISXU;NBYMI;406256.16;94.420.175/6829-36;02/01/2025 12:39
OISXU;NBYMI;214196.78;81.442.053/2614-72;07/09/2025 04:12
OISXU;NBYMI;260499.28;90.525.401/7364-05;05/08/2025 14:48
OISXU;NBYMI;1754339.04;71.078.931/6105-79;09/06/2025 13:01
OISXU;NBYMI;529577.09;60.987.016/5363-20;24/06/2025 12:35
OISXU;NBYMI;23576.95;58.924.638/7770-55;21/03/2025 19:30
OISXU;NBYMI;995112.3;64.284.049/5602-31;30/01/2025 09:41
OISXU;NBYMI;1769346.54;99.951.134/1415-65;26/03/2025 17:12
OISXU;NBYMI;1636597.89;99.951.134/1415-65;14/02/2025 19:57
OISXU;NBYMI;843041.84;18.125.728/9988-23;26/05/2025 13:46
OISXU;NBYMI;1815901.32;88.393.097/2996-33;17/01/2025 20:40
OISXU;NBYMI;1906413.86;40.053.547/2416-14;14/03/2025 04:30
OISXU;NBYMI;1355060.75;22.363.392/2702-23;13/04/2025 11:28
OISXU;NBYMI;874784.15;52.283.781/8716-37;18/03/2025 19:43
OISXU;NBYMI;824393.5;66.761.052/5460-78;07/05/2025 17:16
OISXU;NBYMI;1610299.41;67.357.563/9022-20;22/09/2025 09:08
OISXU;NBYMI;1348048.27;62.834.658/7517-12;28/07/2025 15:32
OISXU;NBYMI;1023957.31;22.286.077/2310-07;21/03/2025 09:17
OISXU;NBYMI;1199523.33;45.025.767/7086-88;31/03/2025 00:15
OISXU;NBYMI;182537.54;58.808.146/7221-00;26/02/2025 21:06
OISXU;NBYMI;1742278.1;77.424.829/1641-73;12/08/2025 17:59
OISXU;NBYMI;870456.85;15.468.975/2020-96;02/05/2025 02:21
OISXU;NBYMI;1790512.52;60.987.016/5363-20;18/02/2025 11:17
OISXU;NBYMI;1307486.56;61.931.102/8045-75;21/04/2025 07:18
OISXU;NBYMI;913498.82;98.654.093/1268-69;03/01/2025 01:51
OISXU;NBYMI;370941.49;50.321.619/0847-60;19/09/2025 04:01
OISXU;NBYMI;1041112.09;89.952.851/3504-75;29/04/2025 15:26
OISXU;NBYMI;474513.23;71.078.931/6105-79;08/08/2025 15:25
OISXU;NBYMI;1376699.94;37.697.931/6129-96;24/02/2025 08:49
OISXU;NBYMI;1755974.75;69.576.756/7803-39;08/03/2025 00:14
OISXU;NBYMI;861336.49;13.763.929/2759-97;14/01/2025 17:27
OISXU;NBYMI;757999.45;93.150.755/2346-50;27/06/2025 06:42
OISXU;NBYMI;31820.02;67.946.819/5733-11;26/01/2025 04:44
OISXU;NBYMI;359447.85;07.046.850/4027-23;29/09/2025 12:02
OISXU;NBYMI;133884.31;49.357.133/7080-98;24/08/2025 18:45
OISXU;NBYMI;885708.39;60.987.016/5363-20;08/02/2025 10:03
OISXU;NBYMI;849054.31;88.393.097/2996-33;28/01/2025 16:26
OISXU;NBYMI;1726295.58;88.968.845/4867-79;25/09/2025 09:48
OISXU;NBYMI;1004169.46;06.310.637/8920-37;11/07/2025 20:04
OISXU;NBYMI;1349674.38;00.635.952/3587-36;03/07/2025 22:57
OISXU;NBYMI;414045.41;31.973.675/5576-50;25/03/2025 14:35
OISXU;NBYMI;430310.58;62.813.363/2917-42;13/03/2025 16:26
OISXU;NBYMI;193748.19;27.521.450/4471-64;26/07/2025 04:32
OISXU;NBYMI;468360.18;15.468.975/2020-96;01/03/2025 07:49
OISXU;NBYMI;611140.38;16.858.007/3461-31;13/09/2025 04:30
OISXU;NBYMI;207223.94;98.403.391/2283-79;26/02/2025 02:53
OISXU;NBYMI;1182529.51;61.936.798/3968-15;25/07/2025 00:25
OISXU;NBYMI;1187335.04;58.808.146/7221-00;13/05/2025 04:24
OISXU;NBYMI;1520552.15;93.150.755/2346-50;22/02/2025 02:50
OISXU;NBYMI;85880.85;33.081.976/2579-86;17/06/2025 22:45
OISXU;NBYMI;578973.22;18.065.989/4309-47;31/03/2025 12:58
OISXU;NBYMI;1090997.45;40.855.778/9898-24;25/08/2025 00:14
OISXU;NBYMI;297707.41;66.986.822/1837-78;05/02/2025 07:20
OISXU;NBYMI;1331821.27;00.611.251/4402-69;06/02/2025 05:00
OISXU;NBYMI;1022615.73;62.834.658/7517-12;09/08/2025 09:22
OISXU;NBYMI;1103640.25;02.462.310/3983-35;06/01/2025 18:57
OISXU;NBYMI;1879028.14;05.396.153/1097-19;22/09/2025 06:47
OISXU;NBYMI;1936370.74;02.618.103/9145-11;12/03/2025 08:38
OISXU;NBYMI;11533.21;49.357.133/7080-98;08/04/2025 14:07
OISXU;NBYMI;571392.75;61.931.102/8045-75;29/01/2025 13:52
OISXU;NBYMI;755787.65;77.769.311/8944-98;28/09/2025 05:40
OISXU;NBYMI;811358.83;61.936.798/3968-15;27/07/2025 00:33
OISXU;NBYMI;707426.04;60.611.200/5964-39;23/05/2025 19:03
OISXU;NBYMI;1425347.21;61.936.798/3968-15;30/06/2025 04:41
OISXU;NBYMI;730383.49;16.858.007/3461-31;11/09/2025 05:16
OISXU;NBYMI;1544685.59;84.205.610/3690-34;05/03/2025 21:22
OISXU;NBYMI;552668.68;79.886.652/9576-59;26/09/2025 03:16
OISXU;NBYMI;739206.04;52.283.781/8716-37;01/05/2025 11:19
OISXU;NBYMI;1059037.02;60.805.746/8241-56;19/08/2025 14:53
OISXU;NBYMI;286698.21;45.482.369/2848-07;28/01/2025 19:45
OISXU;NBYMI;1779985.69;84.205.610/3690-34;03/08/2025 22:49
OISXU;NBYMI;572861.55;30.931.942/4784-45;22/05/2025 19:44
OISXU;NBYMI;480514.99;78.065.047/1978-38;11/02/2025 13:10
OISXU;NBYMI;825518.61;54.714.337/7021-19;11/01/2025 14:39
OISXU;NBYMI;852208.79;06.310.637/8920-37;09/06/2025 20:35
OISXU;NBYMI;1699638.32;68.269.403/7779-69;01/02/2025 23:47
OISXU;NBYMI;228188.91;77.115.068/1271-32;07/03/2025 03:11
OISXU;NBYMI;925698.07;51.296.576/3740-03;08/05/2025 21:43
OISXU;NBYMI;1648203.91;74.394.889/5457-59;11/02/2025 17:51
OISXU;NBYMI;1967202.02;61.936.798/3968-15;26/03/2025 20:12
OISXU;NBYMI;935305.95;40.627.975/4575-33;17/07/2025 23:39
OISXU;NBYMI;1980153.81;49.766.691/0928-12;11/04/2025 19:05
OISXU;NBYMI;1382257.76;66.986.822/1837-78;30/05/2025 05:46
OISXU;NBYMI;180830.62;99.845.268/2978-52;01/04/2025 16:11
